,transaction_id,customer_id,fraud_id,fraud_flag,froud_type,detection_method,detection_date
110,399,15803526,4995,fraud,Multiple Transactions In Short Time,ML,4/30/2022
111,399,15665790,4995,normal,Unusual Time,Rule-Based,4/30/2022
112,399,15715951,4995,fraud,Account Takeover,Rule-Based,4/30/2022
113,399,15591100,4995,normal,Identity Theft,Rule-Based,4/30/2022
114,399,15609618,4995,fraud,High Amount Transaction,Rule-Based,4/30/2022
115,399,15675522,4995,normal,Duplicate Transaction,ML,4/30/2022
116,399,15705512,4995,normal,Unusual Time,Rule-Based,4/30/2022
117,399,15698028,4995,fraud,Unusual Time,ML,4/30/2022
118,399,15661670,4995,normal,High Amount Transaction,Rule-Based,4/30/2022
119,399,15600781,4995,fraud,Account Takeover,Rule-Based,4/30/2022
120,399,15682472,4995,fraud,Duplicate Transaction,ML,4/30/2022
121,399,15580203,4995,fraud,High Amount Transaction,ML,4/30/2022
122,399,15690673,4995,normal,Phishing Attack,Rule-Based,4/30/2022
123,399,15760085,4995,fraud,New Device Activity,Rule-Based,4/30/2022
124,399,15779659,4995,normal,Card Not Present,ML,4/30/2022
125,399,15627360,4995,fraud,Suspicious Login,ML,4/30/2022
126,399,15671137,4995,normal,Identity Theft,ML,4/30/2022
127,399,15782688,4995,fraud,Money Laundering,Rule-Based,4/30/2022
128,399,15575492,4995,normal,Card Not Present,ML,4/30/2022
129,399,15591607,4995,fraud,Card Not Present,ML,4/30/2022
130,399,15740404,4995,normal,Rapid Withdrawals,ML,4/30/2022
131,399,15718369,4995,fraud,New Device Activity,ML,4/30/2022
132,399,15677871,4995,fraud,Suspicious Login,ML,4/30/2022
133,399,15642004,4995,fraud,Money Laundering,ML,4/30/2022
134,399,15712543,4995,fraud,Card Not Present,Rule-Based,4/30/2022
135,399,15584518,4995,fraud,Smurfing,ML,4/30/2022
136,399,15802381,4995,fraud,Card Not Present,Rule-Based,4/30/2022
137,399,15610156,4995,fraud,Rapid Withdrawals,ML,4/30/2022
138,399,15594408,4995,normal,Card Not Present,ML,4/30/2022
139,399,15640905,4995,normal,Card Not Present,Rule-Based,4/30/2022
140,399,15698932,4995,normal,Rapid Withdrawals,ML,4/30/2022
141,399,15724944,4995,normal,Money Laundering,Rule-Based,4/30/2022
142,399,15628145,4995,fraud,New Device Activity,Rule-Based,4/30/2022
143,399,15713483,4995,fraud,Multiple Transactions In Short Time,Rule-Based,4/30/2022
144,399,15612350,4995,normal,Account Takeover,Rule-Based,4/30/2022
145,399,15800703,4995,fraud,Multiple Transactions In Short Time,Rule-Based,4/30/2022
146,399,15705707,4995,fraud,Unusual Location,Rule-Based,4/30/2022
147,399,15754105,4995,fraud,Duplicate Transaction,Rule-Based,4/30/2022
148,399,15703264,4995,normal,Identity Theft,Rule-Based,4/30/2022
149,399,15794413,4995,normal,Unusual Time,ML,4/30/2022
150,399,15650237,4995,normal,Rapid Withdrawals,ML,4/30/2022
151,399,15759618,4995,normal,Unusual Time,ML,4/30/2022
152,399,15811589,4995,fraud,Unusual Time,Rule-Based,4/30/2022
153,399,15689044,4995,normal,New Device Activity,ML,4/30/2022
154,399,15709368,4995,fraud,Suspicious Login,Rule-Based,4/30/2022
155,399,15679145,4995,fraud,Velocity Fraud,Rule-Based,4/30/2022
156,399,15655007,4995,normal,Suspicious Login,Rule-Based,4/30/2022
157,399,15623595,4995,fraud,Card Not Present,Rule-Based,4/30/2022
158,399,15589975,4995,fraud,Money Laundering,Rule-Based,4/30/2022
159,399,15804017,4995,fraud,Card Not Present,ML,4/30/2022
160,399,15692132,4995,normal,Unusual Location,Rule-Based,4/30/2022
161,399,15641122,4995,normal,Card Not Present,ML,4/30/2022
162,399,15630910,4995,normal,Smurfing,ML,4/30/2022
163,399,15680772,4995,fraud,Unusual Time,Rule-Based,4/30/2022
164,399,15658929,4995,normal,Duplicate Transaction,Rule-Based,4/30/2022
165,399,15585388,4995,normal,Money Laundering,Rule-Based,4/30/2022
166,399,15724623,4995,normal,Duplicate Transaction,ML,4/30/2022
167,399,15588537,4995,normal,Rapid Withdrawals,ML,4/30/2022
168,399,15574692,4995,normal,Suspicious Login,Rule-Based,4/30/2022
169,399,15611325,4995,fraud,Rapid Withdrawals,Rule-Based,4/30/2022
170,399,15587562,4995,normal,Unusual Time,Rule-Based,4/30/2022
171,399,15613172,4995,normal,Multiple Transactions In Short Time,Rule-Based,4/30/2022
172,399,15651022,4995,fraud,Duplicate Transaction,Rule-Based,4/30/2022
173,399,15586310,4995,fraud,Velocity Fraud,ML,4/30/2022
174,399,15625524,4995,normal,High Amount Transaction,Rule-Based,4/30/2022
175,399,15755209,4995,normal,Account Takeover,ML,4/30/2022
176,399,15645248,4995,normal,Account Takeover,Rule-Based,4/30/2022
177,399,15790355,4995,fraud,Smurfing,ML,4/30/2022
178,399,15762615,4995,normal,Duplicate Transaction,ML,4/30/2022
179,399,15625426,4995,fraud,Suspicious Login,ML,4/30/2022
180,399,15716334,4995,fraud,Money Laundering,ML,4/30/2022
181,399,15789669,4995,normal,Velocity Fraud,Rule-Based,4/30/2022
182,399,15621075,4995,fraud,Identity Theft,ML,4/30/2022
183,399,15810845,4995,fraud,Account Takeover,ML,4/30/2022
184,399,15719377,4995,normal,Identity Theft,ML,4/30/2022
185,399,15654506,4995,fraud,Unusual Time,Rule-Based,4/30/2022
186,399,15771977,4995,normal,Smurfing,Rule-Based,4/30/2022
187,399,15708710,4995,normal,New Device Activity,Rule-Based,4/30/2022
188,399,15726676,4995,normal,Rapid Withdrawals,Rule-Based,4/30/2022
189,399,15587421,4995,normal,Identity Theft,ML,4/30/2022
190,399,15726931,4995,fraud,Unusual Location,ML,4/30/2022
191,399,15771086,4995,normal,Rapid Withdrawals,Rule-Based,4/30/2022
192,399,15756850,4995,fraud,Rapid Withdrawals,Rule-Based,4/30/2022
193,399,15702741,4995,normal,Identity Theft,Rule-Based,4/30/2022
194,399,15679200,4995,normal,Rapid Withdrawals,ML,4/30/2022
195,399,15594815,4995,normal,Account Takeover,Rule-Based,4/30/2022
196,399,15635905,4995,fraud,Money Laundering,ML,4/30/2022
197,399,15777892,4995,fraud,High Amount Transaction,Rule-Based,4/30/2022
198,399,15656176,4995,normal,Smurfing,ML,4/30/2022
199,399,15811127,4995,fraud,Card Not Present,Rule-Based,4/30/2022
200,399,15604482,4995,normal,Card Not Present,ML,4/30/2022
201,399,15622911,4995,fraud,Phishing Attack,Rule-Based,4/30/2022
202,399,15600974,4995,fraud,Money Laundering,Rule-Based,4/30/2022
203,399,15727868,4995,fraud,Money Laundering,Rule-Based,4/30/2022
204,399,15627801,4995,normal,Phishing Attack,Rule-Based,4/30/2022
205,399,15773039,4995,normal,New Device Activity,ML,4/30/2022
206,399,15755262,4995,normal,Suspicious Login,Rule-Based,4/30/2022
207,399,15679531,4995,normal,Identity Theft,Rule-Based,4/30/2022
208,399,15684181,4995,fraud,Smurfing,ML,4/30/2022
209,399,15612087,4995,normal,Velocity Fraud,Rule-Based,4/30/2022
210,399,15752047,4995,fraud,Multiple Transactions In Short Time,Rule-Based,4/30/2022
211,399,15624592,4995,fraud,Account Takeover,ML,4/30/2022
212,399,15573152,4995,normal,Suspicious Login,ML,4/30/2022
213,399,15594917,4995,normal,Unusual Time,ML,4/30/2022
214,399,15785542,4995,normal,Unusual Time,ML,4/30/2022
215,399,15723488,4995,normal,Duplicate Transaction,ML,4/30/2022
216,399,15680920,4995,normal,Multiple Transactions In Short Time,Rule-Based,4/30/2022
217,399,15786308,4995,fraud,Money Laundering,Rule-Based,4/30/2022
218,399,15659366,4995,fraud,Phishing Attack,ML,4/30/2022
219,399,15774854,4995,fraud,Rapid Withdrawals,ML,4/30/2022
220,399,15725311,4995,fraud,Identity Theft,ML,4/30/2022
221,399,15787155,4995,fraud,Account Takeover,ML,4/30/2022
222,399,15727829,4995,normal,Money Laundering,ML,4/30/2022
223,399,15733247,4995,normal,High Amount Transaction,ML,4/30/2022
224,399,15568748,4995,fraud,Suspicious Login,ML,4/30/2022
225,399,15699029,4995,fraud,Unusual Time,Rule-Based,4/30/2022
226,399,15774393,4995,fraud,Phishing Attack,Rule-Based,4/30/2022
227,399,15676895,4995,normal,Multiple Transactions In Short Time,Rule-Based,4/30/2022
228,399,15637753,4995,fraud,Rapid Withdrawals,ML,4/30/2022
229,399,15605461,4995,fraud,Smurfing,Rule-Based,4/30/2022
230,399,15808473,4995,normal,Account Takeover,ML,4/30/2022
231,399,15627000,4995,fraud,Account Takeover,ML,4/30/2022
232,399,15787174,4995,fraud,Identity Theft,Rule-Based,4/30/2022
233,399,15723886,4995,normal,Identity Theft,ML,4/30/2022
234,399,15704769,4995,fraud,Velocity Fraud,ML,4/30/2022
235,399,15772896,4995,normal,Identity Theft,ML,4/30/2022
236,399,15711540,4995,fraud,Unusual Location,ML,4/30/2022
237,399,15764866,4995,fraud,Money Laundering,ML,4/30/2022
238,399,15794056,4995,fraud,High Amount Transaction,ML,4/30/2022
239,399,15795149,4995,fraud,Rapid Withdrawals,ML,4/30/2022
240,399,15812009,4995,fraud,Velocity Fraud,ML,4/30/2022
241,399,15651001,4995,fraud,Suspicious Login,Rule-Based,4/30/2022
242,399,15813844,4995,normal,Identity Theft,Rule-Based,4/30/2022
243,399,15596175,4995,normal,Duplicate Transaction,ML,4/30/2022
244,399,15576269,4995,fraud,Identity Theft,ML,4/30/2022
245,399,15797219,4995,fraud,Account Takeover,ML,4/30/2022
246,399,15685500,4995,normal,Phishing Attack,ML,4/30/2022
247,399,15599792,4995,normal,Multiple Transactions In Short Time,ML,4/30/2022
248,399,15657566,4995,fraud,Duplicate Transaction,Rule-Based,4/30/2022
249,399,15772423,4995,normal,Suspicious Login,ML,4/30/2022
250,399,15628112,4995,normal,Unusual Location,ML,4/30/2022
251,399,15753754,4995,fraud,Identity Theft,Rule-Based,4/30/2022
252,399,15793726,4995,fraud,Identity Theft,ML,4/30/2022
253,399,15694717,4995,fraud,Account Takeover,Rule-Based,4/30/2022
254,399,15665834,4995,normal,Card Not Present,Rule-Based,4/30/2022
255,399,15765297,4995,normal,Unusual Time,ML,4/30/2022
256,399,15636684,4995,normal,Account Takeover,Rule-Based,4/30/2022
257,399,15592979,4995,fraud,New Device Activity,Rule-Based,4/30/2022
258,399,15750803,4995,normal,Unusual Location,Rule-Based,4/30/2022
259,399,15607178,4995,fraud,Duplicate Transaction,ML,4/30/2022
260,399,15713853,4995,normal,Card Not Present,Rule-Based,4/30/2022
261,399,15673481,4995,normal,Card Not Present,ML,4/30/2022
262,399,15686776,4995,fraud,Money Laundering,ML,4/30/2022
263,399,15673693,4995,fraud,Money Laundering,ML,4/30/2022
264,399,15700696,4995,fraud,Duplicate Transaction,ML,4/30/2022
265,399,15813163,4995,fraud,New Device Activity,Rule-Based,4/30/2022
266,399,15653857,4995,fraud,Money Laundering,Rule-Based,4/30/2022
267,399,15777076,4995,normal,Velocity Fraud,Rule-Based,4/30/2022
268,399,15717398,4995,fraud,Velocity Fraud,Rule-Based,4/30/2022
269,399,15799217,4995,fraud,Unusual Location,Rule-Based,4/30/2022
270,399,15787071,4995,normal,Phishing Attack,ML,4/30/2022
271,399,15619955,4995,normal,Account Takeover,Rule-Based,4/30/2022
272,399,15796505,4995,normal,Card Not Present,Rule-Based,4/30/2022
273,399,15725166,4995,normal,Unusual Location,ML,4/30/2022
274,399,15800116,4995,fraud,High Amount Transaction,ML,4/30/2022
275,399,15758685,4995,normal,Suspicious Login,Rule-Based,4/30/2022
276,399,15694456,4995,fraud,Suspicious Login,ML,4/30/2022
277,399,15767339,4995,fraud,New Device Activity,Rule-Based,4/30/2022
278,399,15683562,4995,normal,Multiple Transactions In Short Time,ML,4/30/2022
279,399,15782210,4995,normal,Unusual Location,Rule-Based,4/30/2022
280,399,15668893,4995,fraud,Identity Theft,Rule-Based,4/30/2022
281,399,15669169,4995,fraud,Money Laundering,Rule-Based,4/30/2022
282,399,15643024,4995,fraud,Multiple Transactions In Short Time,ML,4/30/2022
283,399,15699389,4995,fraud,Unusual Location,Rule-Based,4/30/2022
284,399,15708608,4995,fraud,Unusual Location,Rule-Based,4/30/2022
285,399,15626144,4995,normal,Money Laundering,ML,4/30/2022
286,399,15573112,4995,fraud,Identity Theft,ML,4/30/2022
287,399,15790678,4995,normal,Unusual Time,Rule-Based,4/30/2022
288,399,15727556,4995,fraud,Velocity Fraud,ML,4/30/2022
289,399,15697307,4995,normal,High Amount Transaction,ML,4/30/2022
290,399,15652266,4995,normal,Duplicate Transaction,ML,4/30/2022
291,399,15607098,4995,fraud,Phishing Attack,ML,4/30/2022
292,399,15655774,4995,normal,New Device Activity,Rule-Based,4/30/2022
293,399,15590241,4995,normal,Smurfing,ML,4/30/2022
294,399,15785819,4995,fraud,Account Takeover,Rule-Based,4/30/2022
295,399,15723654,4995,normal,Unusual Time,ML,4/30/2022
296,399,15774510,4995,fraud,Phishing Attack,ML,4/30/2022
297,399,15684173,4995,fraud,Account Takeover,Rule-Based,4/30/2022
298,399,15650068,4995,fraud,Account Takeover,Rule-Based,4/30/2022
299,399,15811490,4995,normal,Unusual Time,Rule-Based,4/30/2022
300,399,15803976,4995,normal,Identity Theft,ML,4/30/2022
301,399,15682541,4995,normal,Velocity Fraud,Rule-Based,4/30/2022
302,399,15695699,4995,normal,Rapid Withdrawals,ML,4/30/2022
303,399,15624188,4995,fraud,Smurfing,ML,4/30/2022
304,399,15812191,4995,normal,Account Takeover,ML,4/30/2022
305,399,15636673,4995,fraud,Unusual Location,ML,4/30/2022
306,399,15594898,4995,fraud,Account Takeover,ML,4/30/2022
307,399,15660211,4995,fraud,Unusual Location,ML,4/30/2022
308,399,15773972,4995,fraud,Money Laundering,Rule-Based,4/30/2022
309,399,15746726,4995,normal,Unusual Time,Rule-Based,4/30/2022
310,399,15712287,4995,fraud,Smurfing,ML,4/30/2022
311,399,15702919,4995,normal,Velocity Fraud,Rule-Based,4/30/2022
312,399,15674398,4995,fraud,Unusual Time,Rule-Based,4/30/2022
313,399,15797960,4995,normal,High Amount Transaction,ML,4/30/2022
314,399,15631868,4995,fraud,Rapid Withdrawals,ML,4/30/2022
315,399,15581539,4995,normal,Rapid Withdrawals,ML,4/30/2022
316,399,15662736,4995,fraud,Multiple Transactions In Short Time,Rule-Based,4/30/2022
317,399,15666252,4995,normal,Rapid Withdrawals,ML,4/30/2022
318,399,15677512,4995,fraud,Multiple Transactions In Short Time,Rule-Based,4/30/2022
319,399,15626114,4995,normal,New Device Activity,ML,4/30/2022
320,399,15810834,4995,normal,New Device Activity,Rule-Based,4/30/2022
321,399,15678910,4995,normal,Duplicate Transaction,ML,4/30/2022
322,399,15694408,4995,normal,Identity Theft,ML,4/30/2022
323,399,15585215,4995,normal,Multiple Transactions In Short Time,ML,4/30/2022
324,399,15682757,4995,normal,Unusual Time,Rule-Based,4/30/2022
325,399,15736601,4995,normal,Multiple Transactions In Short Time,ML,4/30/2022
326,399,15601848,4995,normal,Card Not Present,Rule-Based,4/30/2022
327,399,15736008,4995,fraud,Money Laundering,ML,4/30/2022
328,399,15669064,4995,fraud,Multiple Transactions In Short Time,ML,4/30/2022
329,399,15624528,4995,normal,Duplicate Transaction,Rule-Based,4/30/2022
330,399,15598493,4995,fraud,Money Laundering,Rule-Based,4/30/2022
331,399,15601274,4995,normal,Card Not Present,ML,4/30/2022
332,399,15702669,4995,normal,Rapid Withdrawals,ML,4/30/2022
333,399,15728669,4995,fraud,Card Not Present,ML,4/30/2022
334,399,15742668,4995,normal,Suspicious Login,Rule-Based,4/30/2022
335,399,15697441,4995,fraud,Phishing Attack,ML,4/30/2022
336,399,15740476,4995,fraud,Velocity Fraud,Rule-Based,4/30/2022
337,399,15648064,4995,normal,Duplicate Transaction,ML,4/30/2022
338,399,15636624,4995,normal,High Amount Transaction,Rule-Based,4/30/2022
339,399,15807923,4995,fraud,Unusual Location,ML,4/30/2022
340,399,15745844,4995,fraud,Smurfing,Rule-Based,4/30/2022
341,399,15786170,4995,fraud,High Amount Transaction,Rule-Based,4/30/2022
342,399,15681081,4995,normal,Account Takeover,Rule-Based,4/30/2022
343,399,15684484,4995,normal,Duplicate Transaction,ML,4/30/2022
344,399,15785869,4995,fraud,Duplicate Transaction,ML,4/30/2022
345,399,15763859,4995,normal,Identity Theft,ML,4/30/2022
346,399,15658935,4995,normal,Account Takeover,ML,4/30/2022
347,399,15747358,4995,normal,Unusual Location,ML,4/30/2022
348,399,15735203,4995,normal,Phishing Attack,ML,4/30/2022
349,399,15576256,4995,normal,Duplicate Transaction,Rule-Based,4/30/2022
350,399,15659420,4995,normal,Money Laundering,ML,4/30/2022
351,399,15593365,4995,normal,Duplicate Transaction,Rule-Based,4/30/2022
352,399,15777352,4995,normal,Card Not Present,Rule-Based,4/30/2022
353,399,15812007,4995,normal,Card Not Present,Rule-Based,4/30/2022
354,399,15625461,4995,fraud,Card Not Present,Rule-Based,4/30/2022
355,399,15739438,4995,normal,Duplicate Transaction,Rule-Based,4/30/2022
356,399,15611759,4995,normal,New Device Activity,ML,4/30/2022
357,399,15661629,4995,normal,Suspicious Login,Rule-Based,4/30/2022
358,399,15633950,4995,normal,Duplicate Transaction,Rule-Based,4/30/2022
359,399,15592386,4995,normal,Multiple Transactions In Short Time,Rule-Based,4/30/2022
360,399,15803716,4995,normal,New Device Activity,Rule-Based,4/30/2022
361,399,15696674,4995,normal,Unusual Time,Rule-Based,4/30/2022
362,399,15706365,4995,fraud,Duplicate Transaction,ML,4/30/2022
363,399,15745088,4995,fraud,Unusual Location,Rule-Based,4/30/2022
364,399,15676715,4995,normal,Velocity Fraud,ML,4/30/2022
365,399,15613085,4995,fraud,Identity Theft,ML,4/30/2022
366,399,15633537,4995,normal,Velocity Fraud,ML,4/30/2022
367,399,15594720,4995,normal,Unusual Time,ML,4/30/2022
368,399,15684042,4995,normal,Unusual Location,ML,4/30/2022
369,399,15583303,4995,fraud,Multiple Transactions In Short Time,ML,4/30/2022
370,399,15611579,4995,normal,Smurfing,ML,4/30/2022
371,399,15774696,4995,fraud,Account Takeover,ML,4/30/2022
372,399,15694506,4995,normal,Suspicious Login,Rule-Based,4/30/2022
373,399,15688074,4995,normal,New Device Activity,Rule-Based,4/30/2022
374,399,15759537,4995,normal,Identity Theft,ML,4/30/2022
375,399,15758449,4995,fraud,Phishing Attack,ML,4/30/2022
376,399,15583456,4995,normal,Unusual Time,Rule-Based,4/30/2022
377,399,15667871,4995,fraud,Unusual Location,ML,4/30/2022
378,399,15677371,4995,normal,Account Takeover,ML,4/30/2022
379,399,15629677,4995,fraud,Money Laundering,ML,4/30/2022
380,399,15713578,4995,fraud,New Device Activity,ML,4/30/2022
381,399,15591509,4995,normal,Phishing Attack,Rule-Based,4/30/2022
382,399,15568240,4995,fraud,Account Takeover,Rule-Based,4/30/2022
383,399,15622993,4995,fraud,Card Not Present,Rule-Based,4/30/2022
384,399,15689294,4995,normal,Smurfing,Rule-Based,4/30/2022
385,399,15720910,4995,fraud,High Amount Transaction,Rule-Based,4/30/2022
386,399,15721181,4995,fraud,Duplicate Transaction,Rule-Based,4/30/2022
387,399,15776433,4995,normal,Account Takeover,Rule-Based,4/30/2022
388,399,15748936,4995,normal,Money Laundering,Rule-Based,4/30/2022
389,399,15717225,4995,normal,Money Laundering,ML,4/30/2022
390,399,15685226,4995,fraud,Duplicate Transaction,Rule-Based,4/30/2022
391,399,15785611,4995,fraud,Phishing Attack,Rule-Based,4/30/2022
392,399,15573456,4995,fraud,Phishing Attack,Rule-Based,4/30/2022
393,399,15684548,4995,fraud,Multiple Transactions In Short Time,Rule-Based,4/30/2022
394,399,15620505,4995,fraud,Smurfing,Rule-Based,4/30/2022
395,399,15807432,4995,fraud,Account Takeover,Rule-Based,4/30/2022
396,399,15584766,4995,normal,Rapid Withdrawals,ML,4/30/2022
397,399,15612187,4995,fraud,Suspicious Login,ML,4/30/2022
398,399,15762218,4995,fraud,Card Not Present,ML,4/30/2022
399,399,15646372,4995,normal,Suspicious Login,Rule-Based,4/30/2022
400,399,15690452,4995,fraud,Identity Theft,ML,4/30/2022
